FNAME,LNAME,SID,GENDER,AGE,ADDRESS_AREA,ADDRESS_ROAD,ADDRESS_BUILDING,ADDRESS-ROOM,PHONE,SUBJECT,,,,,,,CREDITS
Wong,Jat Saam,10220336,M,19,Tuen Mun District,CHI KIANG STREET,Mei Tung Estate,1335,17995099,Associate of Business Administration,,,,,,,20
Wong,Jat Sam,10220337,M,18,Yuen Long District,CHI LIN DRIVE,Mei Tung Estate,1336,13014472,Higher Diploma in Airline and Airport Services,,,,,,,20
Wong,Jat Man,10220338,F,22,North District,CHI LIT PATH,Mei Tung Estate,1337,11269409,Associate of Biomedical Sciences,,,,,,,20
Wong,Jat Tin,10220339,M,17,Tai Po District,CHI MA HANG ROAD,Mei Tung Estate,1338,19954487,Higher Diploma in eSports,,,,,,,20
Wong,Jat Koeng,10220340,F,22,Sai Kung District,CHI MA WAN ROAD,Mei Tung Estate,1339,16093827,Higher Diploma in Airline and Airport Services,,,,,,,20
Wong,Ji Tai,10220341,F,19,Sha Tin District,CHI MAN STREET,Mei Tung Estate,1340,13316211,Associate of Arts in Languages and Humanities,,,,,,,20
Wong,Ji Zung,10220342,M,17,Kwai Tsing District,CHI MING STREET,Mei Tung Estate,1341,11104274,Associate of Chinese Medicine,,,,,,,20
Wong,Ji Siu,10220343,F,17,Central and Western District,CHI NGONG ROAD,Mei Tung Estate,1342,15245238,Associate of Chinese Medicine,,,,,,,20
Wong,Ji Jat,10220344,M,21,Wan Chai District,CHI SHIN STREET,Mei Tung Estate,1343,10768653,Higher Diploma in Architectural Studies,,,,,,,20
Wong,Ji Ji,10220345,F,18,Eastern District,CHI SHING LANE,Mei Tung Estate,1344,17738536,"Associate of Arts in Media, Cultural and Creative Studies",,,,,,,20
Wong,Ji Saam,10220346,M,19,Southern District,CHI SHING ROAD,Mei Tung Estate,1345,12390221,Higher Diploma in Translation and Interpretation,,,,,,,20
Wong,Ji Sam,10220347,F,22,Yau Tsim Mong District,CHI SHUN LANE,Mei Tung Estate,1346,17501726,Higher Diploma in eSports,,,,,,,20
Wong,Ji Man,10220348,F,17,Sham Shui Po District,CHI SUM ROAD,Mei Tung Estate,1347,14082426,Higher Diploma in Aviation Studies,,,,,,,20
Wong,Ji Tin,10220349,F,22,Kowloon City District,CHI TIN STREET,Mei Tung Estate,1348,10684698,Higher Diploma in Interior Design,,,,,,,20
Wong,Ji Koeng,10220350,M,17,Wong Tai Sin District,CHI WA LANE,Mei Tung Estate,1349,19769240,Higher Diploma in Information Security,,,,,,,20
Wong,Saam Tai,10220351,M,21,Kwun Tong District,CHI WING CLOSE,Choi Fook Estate,1350,14983843,Higher Diploma in Visual Communication,,,,,,,20
Wong,Saam Zung,10220352,M,20,Tsuen Wan District,CHI WO STREET,Choi Fook Estate,1351,11900310,Higher Diploma in Visual Communication,,,,,,,20
Wong,Saam Siu,10220353,F,18,Tuen Mun District,CHI YAN FIRST LANE,Choi Fook Estate,1352,18135977,Higher Diploma in Information Technology,,,,,,,20
Wong,Saam Jat,10220354,M,17,Yuen Long District,CHI YAN LANE,Choi Fook Estate,1353,14049770,Higher Diploma in Information Security,,,,,,,20
Wong,Saam Ji,10220355,M,22,North District,CHI YAN STREET,Choi Tak Estate,1354,18762286,Associate of Engineering,,,,,,,20
Wong,Saam Saam,10220356,F,22,Tai Po District,CHI YIN LANE,Choi Tak Estate,1355,10469078,Associate of Biomedical Sciences,,,,,,,20
Wong,Saam Sam,10220357,M,21,Sai Kung District,CHIANTI DRIVE,Choi Tak Estate,1356,14998671,Higher Diploma in Interior Design,,,,,,,20
Wong,Saam Man,10220358,F,17,Sha Tin District,CHICO TERRACE,Choi Tak Estate,1357,13140062,Higher Diploma in Marketing,,,,,,,20
Wong,Saam Tin,10220359,F,17,Kwai Tsing District,CHIK CHOI LANE,Tsui Ping (South) Estate,1358,10088620,Associate of Geography,,,,,,,20
Wong,Saam Koeng,10220360,M,18,Central and Western District,CHIK CHUEN STREET,Tsui Ping (South) Estate,1359,18219656,Associate of Arts in Languages and Humanities,,,,,,,20
Wong,Sam Tai,10220361,F,17,Wan Chai District,CHIK FAI STREET,Tsui Ping (South) Estate,1360,10654470,Higher Diploma in New Media and Communication,,,,,,,20
Wong,Sam Zung,10220362,M,21,Eastern District,CHIK FU STREET,On Tat Estate,1361,17525725,Higher Diploma in Information Technology,,,,,,,20
Wong,Sam Siu,10220363,F,19,Southern District,CHIK FUK STREET,On Tat Estate,1362,13565446,Associate of Arts in Languages and Humanities,,,,,,,20
Wong,Sam Jat,10220364,F,19,Yau Tsim Mong District,CHIK LUK LANE,On Tat Estate,1363,15759501,"Associate of Arts in Media, Cultural and Creative Studies",,,,,,,20
Wong,Sam Ji,10220365,M,17,Sham Shui Po District,CHIK SAU LANE,On Tat Estate,1364,16917845,Higher Diploma in Public Relations and Corporate Communications,,,,,,,20
Wong,Sam Saam,10220366,F,19,Kowloon City District,CHIK SHUN STREET,Lower Ngau Tau Kok Estate,1365,17877685,"Associate of Arts in Media, Cultural and Creative Studies",,,,,,,20
Wong,Sam Sam,10220367,F,17,Wong Tai Sin District,CHIK TAI LANE,Lower Ngau Tau Kok Estate,1366,12334018,Associate of Business Administration,,,,,,,20
Wong,Sam Man,10220368,M,21,Kwun Tong District,CHIK TAK LANE,Lower Ngau Tau Kok Estate,1367,14147006,Higher Diploma in Architectural Studies,,,,,,,20
Wong,Sam Tin,10220369,F,22,Tsuen Wan District,CHIK WAN STREET,Lower Ngau Tau Kok Estate,1368,16046107,Higher Diploma in Data Science,,,,,,,20
Wong,Sam Koeng,10220370,M,19,Tuen Mun District,CHIM UK ROAD,Wo Lok Estate,1369,14469173,"Associate of Arts in Media, Cultural and Creative Studies",,,,,,,20
Wong,Man Tai,10220371,M,19,Yuen Long District,CHIMNEY ROAD,Wo Lok Estate,1370,18947616,Associate of Arts in Languages and Humanities,,,,,,,20
Wong,Man Zung,10220372,M,22,North District,CHIMNEY ROAD,Wo Lok Estate,1371,19440905,Associate of Science,,,,,,,20
Wong,Man Siu,10220373,M,21,Tai Po District,CHIN STREET,Wo Lok Estate,1372,14329781,Associate of Biomedical Sciences,,,,,,,20
Wong,Man Jat,10220374,M,19,Sai Kung District,CHING CHEUNG ROAD,Wan Hon Estate,1373,11794722,Higher Diploma in Data Science,,,,,,,20
Wong,Man Ji,10220375,M,18,Sha Tin District,CHING FAI STREET,Wan Hon Estate,1374,11852846,Higher Diploma in Global Supply Chain Management,,,,,,,20
Wong,Man Saam,10220376,F,17,Kwai Tsing District,CHING HIU ROAD,Wan Hon Estate,1375,18522451,Higher Diploma in Information Technology,,,,,,,20
Wong,Man Sam,10220377,F,22,Central and Western District,CHING HONG ROAD,Wan Hon Estate,1376,16609173,Higher Diploma in Information Security,,,,,,,20
Wong,Man Man,10220378,M,17,Wan Chai District,CHING LAI ROAD,Wan Hon Estate,1377,14321644,Associate of Nursing Studies,,,,,,,20
Wong,Man Tin,10220379,F,17,Eastern District,CHING LIN TERRACE,Wan Hon Estate,1378,18208786,Higher Diploma in Engineering,,,,,,,20
Wong,Man Koeng,10220380,M,22,Southern District,CHING PING STREET,Hing Tin Estate,1379,14072760,Higher Diploma in eSports,,,,,,,20
Wong,Tin Tai,10220381,M,17,Yau Tsim Mong District,CHING SAU LANE,Hing Tin Estate,1380,12353711,Higher Diploma in eSports,,,,,,,20
Wong,Tin Zung,10220382,F,17,Sham Shui Po District,CHING SHAN STREET,Hing Tin Estate,1381,15384142,Higher Diploma in Aviation Studies,,,,,,,20
Wong,Tin Siu,10220383,M,22,Kowloon City District,CHING SHING ROAD,Hing Tin Estate,1382,10448061,Higher Diploma in Global Supply Chain Management,,,,,,,20
Wong,Tin Jat,10220384,F,20,Wong Tai Sin District,CHING TAK STREET,Shun Lee Estate,1383,12811518,Higher Diploma in Global Supply Chain Management,,,,,,,20
Wong,Tin Ji,10220385,M,17,Kwun Tong District,CHING WAH STREET,Shun Lee Estate,1384,14198380,Associate of Arts in English Language and Literature,,,,,,,20
Wong,Tin Saam,10220386,M,17,Tsuen Wan District,CHING YAU PATH,Shun Lee Estate,1385,12829671,Higher Diploma in eSports,,,,,,,20
Wong,Tin Sam,10220387,M,17,Tuen Mun District,CHING YAU ROAD,Tak Tin Estate,1386,11937140,Higher Diploma in Dental Hygiene,,,,,,,20
Wong,Tin Man,10220388,F,20,Yuen Long District,CHING YEUNG AVENUE,Tak Tin Estate,1387,11499240,Higher Diploma in Business,,,,,,,20
Wong,Tin Tin,10220389,F,20,North District,CHING YU PATH,Tak Tin Estate,1388,13735520,Higher Diploma in Chinese for Professional Communication,,,,,,,20
Wong,Tin Koeng,10220390,F,22,Tai Po District,CHIU KWONG STREET,Tak Tin Estate,1389,16898854,Associate of Social Sciences,,,,,,,20
Wong,Koeng Tai,10220391,F,19,Sai Kung District,CHIU LUNG STREET,Tsui Ping (North) Estate,1390,18977723,"Associate of Arts in Media, Cultural and Creative Studies",,,,,,,20
Wong,Koeng Zung,10220392,M,19,Sha Tin District,CHIU SHUN ROAD,Tsui Ping (North) Estate,1391,11371490,Higher Diploma in New Media and Communication,,,,,,,20
Wong,Koeng Siu,10220393,F,17,Kwai Tsing District,CHIU TAM PATH,Tsui Ping (North) Estate,1392,17371399,Higher Diploma in Information Security,,,,,,,20
Wong,Koeng Jat,10220394,F,18,Central and Western District,CHO YUEN STREET,Tsui Ping (North) Estate,1393,16526422,Associate of Biomedical Sciences,,,,,,,20
Wong,Koeng Ji,10220395,F,20,Wan Chai District,CHOI CHUK STREET,Backingham Building金漢大廈,1394,18457767,Associate of Nursing Studies,,,,,,,20
Wong,Koeng Saam,10220396,M,22,Eastern District,CHOI FAI STREET,Baguio Villa碧瑤灣,1395,14467718,Higher Diploma in Interior Design,,,,,,,20
Wong,Koeng Sam,10220397,F,22,Southern District,CHOI FAT STREET,Banyan Garden泓景臺,1396,14134823,Associate of Geography,,,,,,,20
Wong,Koeng Man,10220398,F,22,Yau Tsim Mong District,CHOI FUNG PATH,Banyan Mall泓景滙,1397,14437413,Higher Diploma in eSports,,,,,,,20
Wong,Koeng Tin,10220399,F,22,Sham Shui Po District,CHOI HA ROAD,Banyan Villas榕蔭園,1398,10596626,Higher Diploma in eSports,,,,,,,20
Wong,Koeng Koeng,10220400,M,19,Kowloon City District,CHOI HEI ROAD,Bao Hua Building保華大廈,1399,10838590,Associate of Business Administration,,,,,,,20
Lee,Tai Tai,10220401,M,21,Wong Tai Sin District,CHOI HING LANE,Bailey Garden碧麗花園,1400,11483976,Higher Diploma in Geotechnical Engineering,,,,,,,20
Lee,Tai Zung,10220402,M,19,Kwun Tong District,CHOI HING ROAD,Baily Court百利軒,1401,17308065,Associate of Arts in Languages and Humanities,,,,,,,20
Lee,Tai Siu,10220403,F,22,Tsuen Wan District,CHOI HUNG INTERCHANGE,Baker Residences御悅,1402,12095861,Higher Diploma in Chinese for Professional Communication,,,,,,,20
Lee,Tai Jat,10220404,M,19,Tuen Mun District,CHOI HUNG ROAD,Baker View東海雅園,1403,14879603,Higher Diploma in New Media and Communication,,,,,,,20
Lee,Tai Ji,10220405,F,22,Yuen Long District,CHOI MING STREET,Beach Pointe海灣閣,1404,12223646,Higher Diploma in Business,,,,,,,20
Lee,Tai Saam,10220406,M,19,North District,CHOI SHA STREET,Beacon Heights畢架山花園,1405,11235052,Higher Diploma in Dental Hygiene,,,,,,,20
Lee,Tai Sam,10220407,F,20,Tai Po District,CHOI SHEK LANE,Bel Mount Garden百麗花園,1406,12258148,Higher Diploma in Global Supply Chain Management,,,,,,,20
Lee,Tai Man,10220408,M,19,Sai Kung District,CHOI SHEK ROAD,Bel Shine Centre百營中心,1407,17544301,Higher Diploma in Dental Hygiene,,,,,,,20
Lee,Tai Tin,10220409,F,18,Sha Tin District,CHOI SHING LANE,Bel Trade Commercial Building百營商業大廈,1408,11748317,Associate of Arts in English Language and Literature,,,,,,,20
Lee,Tai Koeng,10220410,M,22,Kwai Tsing District,CHOI SHUN STREET,Bel-Air House衛德臺,1409,18220673,Higher Diploma in Library and Information Management,,,,,,,20
Lee,Zung Tai,10220411,M,20,Southern District,CHOI TIP STREET,Belaire Heights碧儷閣,1410,10061411,Associate of Nursing Studies,,,,,,,20
Lee,Zung Zung,10220412,M,21,Wan Chai District,CHOI WAN ROAD,Belcher Court寶翠閣,1411,10379316,Higher Diploma in Healthcare and Health Plan Administration,,,,,,,20
Lee,Zung Siu,10220413,F,19,Eastern District,CHOI WING LANE,Belcher's Hill寶雅山,1412,15016862,"Associate of Arts in Media, Cultural and Creative Studies",,,,,,,20
Lee,Zung Jat,10220414,F,18,Southern District,CHOI WING ROAD,Belfran Court巴芬閣,1413,18823177,Associate of Biomedical Sciences,,,,,,,20
Lee,Zung Ji,10220415,F,17,Yau Tsim Mong District,CHOI YEE BRIDGE ROAD,Belfran Mansion福園,1414,18225460,Higher Diploma in Business,,,,,,,20
Lee,Zung Saam,10220416,F,17,Sham Shui Po District,CHOI YEE LANE,Belfran Peak,1415,18205032,Higher Diploma in Aviation Studies,,,,,,,20
Lee,Zung Sam,10220417,M,18,Kowloon City District,CHOI YUEN ROAD,Belgian Bank Building華比銀行大廈,1416,14668359,Higher Diploma in Translation and Interpretation,,,,,,,20
Lee,Zung Man,10220418,M,17,Wong Tai Sin District,CHONG FU ROAD,Belgravia,1417,11756691,Higher Diploma in eSports,,,,,,,20
Lee,Zung Tin,10220419,M,21,Kwun Tong District,CHONG SAN ROAD,Belgravia Heights碧濤閣,1418,15841208,Associate of Nursing Studies,,,,,,,20
Lee,Zung Koeng,10220420,F,21,Tsuen Wan District,CHONG YIP STREET,Sai Wan Estate,1419,18396512,Higher Diploma in Dental Hygiene,,,,,,,20
Lee,Siu Tai,10220421,F,18,Tuen Mun District,CHUEN LUNG STREET,Central & Western,1420,15132716,Higher Diploma in Aviation Studies,,,,,,,20
Lee,Siu Zung,10220422,M,20,Yuen Long District,CHUEN ON ROAD,Chai Wan Estate,1421,11951533,Higher Diploma in Aviation and Piloting,,,,,,,20
Lee,Siu Siu,10220423,M,22,North District,CHUEN YUEN ROAD EAST,Wah Ha Estate,1422,11807371,Associate of Engineering,,,,,,,20
Lee,Siu Jat,10220424,M,19,Tai Po District,CHUEN YUEN ROAD WEST,Lin Tsui Estate,1423,12551709,Higher Diploma in Interior Design,,,,,,,20
Lee,Siu Ji,10220425,F,22,Sai Kung District,CHUI CHUK STREET,Yue Wan Estate,1424,17377217,Higher Diploma in Aviation and Piloting,,,,,,,20
Lee,Siu Saam,10220426,M,17,Sha Tin District,CHUI FUK ROAD,Yiu Tung Estate,1425,14321998,Higher Diploma in Dental Hygiene,,,,,,,20
Lee,Siu Sam,10220427,M,19,Kwai Tsing District,CHUI HANG STREET,Tsui Wan Estate,1426,19808425,Associate of Geography,,,,,,,20
Lee,Siu Man,10220428,F,20,Central and Western District,CHUI KWAN DRIVE,Tsui Wan Estate,1427,13619134,Higher Diploma in Global Supply Chain Management,,,,,,,20
Lee,Siu Tin,10220429,M,22,Wan Chai District,CHUI LING LANE,Yue Wan Estate,1428,15175730,Associate of Geography,,,,,,,20
Lee,Siu Koeng,10220430,M,22,Eastern District,CHUI LING ROAD,Yiu Tung Estate,1429,19854920,Associate of Arts in English Language and Literature,,,,,,,20
Lee,Jat Tai,10220431,M,20,Southern District,CHUI LOK STREET,Wan Tsui Estate,1430,12203008,Higher Diploma in Architectural Studies,,,,,,,20
Lee,Jat Zung,10220432,F,21,Yau Tsim Mong District,CHUI PAK ROAD,Hing Tung Estate,1431,19458018,Higher Diploma in New Media and Communication,,,,,,,20
Lee,Jat Siu,10220433,F,21,Sham Shui Po District,CHUI SHIN STREET,Tsui Wan Estate,1432,15056874,Higher Diploma in Visual Communication,,,,,,,20
Lee,Jat Jat,10220434,F,22,Kowloon City District,CHUI TIN STREET,Hing Wah (2) Estate,1433,15078686,Higher Diploma in Dental Hygiene,,,,,,,20
Lee,Jat Ji,10220435,M,19,Wong Tai Sin District,CHUI TONG ROAD,Central & Western,1434,11680356,Higher Diploma in Geotechnical Engineering,,,,,,,20
Lee,Jat Saam,10220436,F,18,Kwun Tong District,CHUI TUNG LANE,Chai Wan Estate,1435,14172587,Higher Diploma in Geotechnical Engineering,,,,,,,20
Lee,Jat Sam,10220437,M,17,Tsuen Wan District,CHUI WO LANE,Wah Ha Estate,1436,16526004,Higher Diploma in New Media and Communication,,,,,,,20
Lee,Jat Man,10220438,M,21,Tuen Mun District,CHUI YAN STREET,Tsui Wan Estate,1437,12979858,Higher Diploma in Business,,,,,,,20
Lee,Jat Tin,10220439,F,22,Yuen Long District,CHUI YI STREET,Tsui Wan Estate,1438,17314816,Higher Diploma in Interior Design,,,,,,,20
Lee,Jat Koeng,10220440,F,22,North District,CHUI YU ROAD,Tsui Lok Estate,1439,19317090,Higher Diploma in New Media and Communication,,,,,,,20
Lee,Ji Tai,10220441,F,21,Tai Po District,CHUK HING LANE,Tsui Wan Estate,1440,15648388,Associate of Social Sciences,,,,,,,20
Lee,Ji Zung,10220442,M,21,Sai Kung District,CHUK KOK ROAD,Tsui Wan Estate,1441,17350920,Higher Diploma in Aviation and Piloting,,,,,,,20
Lee,Ji Siu,10220443,M,17,Sha Tin District,CHUK LIN LANE,Model Housing Estate,1442,12519684,Higher Diploma in Marketing,,,,,,,20
Lee,Ji Jat,10220444,F,17,Kwai Tsing District,CHUK ON LANE,Model Housing Estate,1443,13432002,Associate of Arts in Languages and Humanities,,,,,,,20
Lee,Ji Ji,10220445,F,22,Central and Western District,CHUK WAN STREET,Model Housing Estate,1444,16796755,Higher Diploma in Global Supply Chain Management,,,,,,,20
Lee,Ji Saam,10220446,F,22,Wan Chai District,CHUK YAU ROAD,Oi Tung Estate,1445,10301397,"Associate of Arts in Media, Cultural and Creative Studies",,,,,,,20
Lee,Ji Sam,10220447,M,20,Eastern District,CHUK YEUNG ROAD,Siu Sai Wan Estate,1446,18026182,Higher Diploma in Dental Hygiene,,,,,,,20
Lee,Ji Man,10220448,M,19,Southern District,CHUK YUEN ROAD,Siu Sai Wan Estate,1447,10580823,Higher Diploma in eSports,,,,,,,20
Lee,Ji Tin,10220449,M,21,Yau Tsim Mong District,CHUN CHEONG STREET,Fung Wah Estate,1448,11725630,Higher Diploma in Library and Information Management,,,,,,,20
Lee,Ji Koeng,10220450,M,17,Sham Shui Po District,CHUN CHI LANE NORTH,Fung Wah Estate,1449,19473647,Higher Diploma in Public Relations and Corporate Communications,,,,,,,20
Lee,Saam Tai,10220451,F,20,Kowloon City District,CHUN CHI LANE SOUTH,Fung Wah Estate,1450,12426227,Associate of Chinese Medicine,,,,,,,20
Lee,Saam Zung,10220452,F,19,Wong Tai Sin District,CHUN CHOI STREET,Hing Man Estate,1451,10136002,Higher Diploma in Healthcare and Health Plan Administration,,,,,,,20
Lee,Saam Siu,10220453,M,19,Kwun Tong District,CHUN FAI ROAD,Wan Tsui Estate,1452,18346284,Associate of Chinese Medicine,,,,,,,20
Lee,Saam Jat,10220454,F,18,Tsuen Wan District,CHUN FAI TERRACE,Wan Tsui Estate,1453,12011521,Associate of Science,,,,,,,20
Lee,Saam Ji,10220455,M,20,Tuen Mun District,CHUN KWAN ROAD,Wan Tsui Estate,1454,12388926,Higher Diploma in Geotechnical Engineering,,,,,,,20
Lee,Saam Saam,10220456,F,17,Yuen Long District,CHUN KWONG STREET,Wah Fu (I) Estate,1455,11747006,Higher Diploma in Business,,,,,,,20
Lee,Saam Sam,10220457,F,18,North District,CHUN MING ROAD,Wah Fu (II) Estate,1456,11118457,Associate of Science,,,,,,,20
Lee,Saam Man,10220458,M,21,Tai Po District,CHUN PIN STREET,Wah Fu (II) Estate,1457,10847081,Higher Diploma in Chinese for Professional Communication,,,,,,,20
Lee,Saam Tin,10220459,M,17,Sai Kung District,CHUN PING ROAD,Wah Fu (II) Estate,1458,11020871,Higher Diploma in Healthcare and Health Plan Administration,,,,,,,20
Lee,Saam Koeng,10220460,F,20,Sha Tin District,CHUN SHIN ROAD,Ap Lei Chau Estate,1459,17466174,Higher Diploma in Chinese for Professional Communication,,,,,,,20
Lee,Sam Tai,10220461,F,19,Kwai Tsing District,CHUN SHING STREET,Wah Fu (II) Estate,1460,12061610,Associate of Social Sciences,,,,,,,20
Lee,Sam Zung,10220462,F,17,Central and Western District,CHUN SING STREET,Ma Hang Estate,1461,18707707,Higher Diploma in Aviation and Piloting,,,,,,,20
Lee,Sam Siu,10220463,F,22,Wan Chai District,CHUN TIN STREET,Ma Hang Estate,1462,16857583,Associate of Engineering,,,,,,,20
Lee,Sam Jat,10220464,F,22,Eastern District,CHUN WAH ROAD,Tin Wan Estate,1463,17680347,Associate of Arts in Languages and Humanities,,,,,,,20
Lee,Sam Ji,10220465,F,17,Southern District,CHUN WAN ROAD,Ma Hang Estate,1464,10733411,Associate of Engineering,,,,,,,20
Lee,Sam Saam,10220466,M,18,Yau Tsim Mong District,CHUN WAN ROAD INTERCHANGE,Wah Kwai Estate,1465,19211461,Higher Diploma in Public Relations and Corporate Communications,,,,,,,20
Lee,Sam Sam,10220467,M,19,Sham Shui Po District,CHUN WAN ROAD NORTH,Ma Hang Estate,1466,13091443,Associate of Geography,,,,,,,20
Lee,Sam Man,10220468,M,22,Kowloon City District,CHUN WAN ROAD SOUTH,Lei Tung Estate,1467,13692713,Higher Diploma in Aviation and Piloting,,,,,,,20
Lee,Sam Tin,10220469,M,19,Wong Tai Sin District,CHUN WANG STREET,Lei Tung Estate,1468,14783615,"Associate of Arts in Media, Cultural and Creative Studies",,,,,,,20
Lee,Sam Koeng,10220470,M,19,Kwun Tong District,CHUN WING STREET,Shek Pai Wan Estate,1469,10550797,Associate of Engineering,,,,,,,20
Lee,Man Tai,10220471,F,22,Tsuen Wan District,CHUN YAN STREET,Lei Tung Estate,1470,11859853,Associate of Nursing Studies,,,,,,,20
Lee,Man Zung,10220472,F,18,Tuen Mun District,CHUN YAT STREET,Cheung Sha Wan Estate,1471,15217986,Higher Diploma in Airline and Airport Services,,,,,,,20
Lee,Man Siu,10220473,F,19,Yuen Long District,CHUN YEUNG STREET,Nam Shan Estate,1472,14648422,"Associate of Arts in Media, Cultural and Creative Studies",,,,,,,20
Lee,Man Jat,10220474,M,22,North District,CHUN YI LANE,Nam Shan Estate,1473,15887118,Higher Diploma in Dental Hygiene,,,,,,,20
Lee,Man Ji,10220475,M,22,Tai Po District,CHUN YIN SQUARE,Nam Shan Estate,1474,17869338,Higher Diploma in Aviation and Piloting,,,,,,,20
Lee,Man Saam,10220476,M,22,Sai Kung District,CHUN YING STREET,Nam Shan Estate,1475,18273394,Higher Diploma in Geotechnical Engineering,,,,,,,20
Lee,Man Sam,10220477,M,18,Sha Tin District,CHUN YUE ROAD,Nam Shan Estate,1476,10724003,Higher Diploma in Aviation Studies,,,,,,,20
Lee,Man Man,10220478,F,19,Kwai Tsing District,CHUNG CHEUNG ROAD,Nam Shan Estate,1477,10758970,Higher Diploma in Visual Communication,,,,,,,20
Lee,Man Tin,10220479,F,20,Central and Western District,CHUNG CHI ROAD,Nam Shan Estate,1478,10297191,Higher Diploma in Public Relations and Corporate Communications,,,,,,,20
Lee,Man Koeng,10220480,M,19,Wan Chai District,CHUNG CHING STREET,Nam Shan Estate,1479,18058596,Higher Diploma in Aviation Studies,,,,,,,20
Lee,Tin Tai,10220481,F,18,Eastern District,CHUNG HAU STREET,Nam Shan Estate,1480,19136435,Higher Diploma in Business,,,,,,,20
Lee,Tin Zung,10220482,M,20,Southern District,CHUNG HING BACK STREET,Nam Shan Estate,1481,18057686,Associate of Business Administration,,,,,,,20
Lee,Tin Siu,10220483,M,21,Yau Tsim Mong District,CHUNG HING PRAYA STREET,Nam Shan Estate,1482,19233738,Higher Diploma in Dental Hygiene,,,,,,,20
Lee,Tin Jat,10220484,F,17,Sham Shui Po District,CHUNG HING SAN STREET,Hoi Lai Estate,1483,12384543,Higher Diploma in Library and Information Management,,,,,,,20
Lee,Tin Ji,10220485,M,21,Kowloon City District,CHUNG HING STREET,Hoi Lai Estate,1484,18610055,Higher Diploma in Public Relations and Corporate Communications,,,,,,,20
Lee,Tin Saam,10220486,F,21,Wong Tai Sin District,CHUNG HOK ROAD,Hoi Lai Estate,1485,12325045,Higher Diploma in Chinese for Professional Communication,,,,,,,20
Lee,Tin Sam,10220487,M,19,Kwun Tong District,CHUNG HOM KOK ROAD,Hoi Lai Estate,1486,18705746,Higher Diploma in Architectural Studies,,,,,,,20
Lee,Tin Man,10220488,M,17,Tsuen Wan District,CHUNG KING ROAD,Hoi Lai Estate,1487,19551511,Higher Diploma in Library and Information Management,,,,,,,20
Lee,Tin Tin,10220489,F,20,Tuen Mun District,CHUNG KONG ROAD,Kai Ching Estate,1488,10084789,Associate of Biomedical Sciences,,,,,,,20
Lee,Tin Koeng,10220490,F,21,Yuen Long District,CHUNG KUK PATH,Kai Ching Estate,1489,19017812,Higher Diploma in Aviation and Piloting,,,,,,,20
Lee,Koeng Tai,10220491,M,20,North District,CHUNG LING LANE,Kai Ching Estate,1490,12883710,Higher Diploma in New Media and Communication,,,,,,,20
Lee,Koeng Zung,10220492,F,18,Tai Po District,CHUNG LING PATH,Kai Ching Estate,1491,18704999,Higher Diploma in Engineering,,,,,,,20
Lee,Koeng Siu,10220493,F,17,Sai Kung District,CHUNG LING ROAD,Kai Ching Estate,1492,13893252,Associate of Geography,,,,,,,20
Lee,Koeng Jat,10220494,M,22,Sha Tin District,CHUNG MAN STREET,Hung Hom Estate,1493,12300886,Higher Diploma in Public Relations and Corporate Communications,,,,,,,20
Lee,Koeng Ji,10220495,F,20,Kwai Tsing District,CHUNG MEI ROAD,Hung Hom Estate,1494,14459501,Associate of Science,,,,,,,20
Lee,Koeng Saam,10220496,M,20,Central and Western District,CHUNG MUN ROAD,Hung Hom Estate,1495,14790185,Associate of Business Administration,,,,,,,20
Lee,Koeng Sam,10220497,F,18,Wan Chai District,CHUNG NGA ROAD,Hung Hom Estate,1496,19852538,Higher Diploma in eSports,,,,,,,20
Lee,Koeng Man,10220498,M,17,Eastern District,CHUNG ON STREET,Hung Hom Estate,1497,10887469,Higher Diploma in Translation and Interpretation,,,,,,,20
Lee,Koeng Tin,10220499,M,21,Southern District,CHUNG PAK ROAD,Hung Hom Estate,1498,19728623,Higher Diploma in Engineering,,,,,,,20
Lee,Koeng Koeng,10220500,M,20,Yau Tsim Mong District,CHUNG SHING STREET,Hung Hom Estate,1499,16795701,Higher Diploma in Data Science,,,,,,,20
Lau,Tai Tai,10220501,M,20,Sham Shui Po District,CHUNG SING PATH,Shatin Pass Estate,1500,13821453,Associate of Arts in Legal Studies,,,,,,,20
Lau,Tai Zung,10220502,F,19,Kowloon City District,CHUNG SUM LANE,Shatin Pass Estate,1501,12337061,Higher Diploma in Engineering,,,,,,,20
Lau,Tai Siu,10220503,F,22,Wong Tai Sin District,CHUNG SUM TSUEN LANE NO.1,Shatin Pass Estate,1502,18241850,Higher Diploma in Interior Design,,,,,,,20
Lau,Tai Jat,10220504,F,22,Kwun Tong District,CHUNG SUM TSUEN LANE NO.2,Shatin Pass Estate,1503,10258704,Higher Diploma in New Media and Communication,,,,,,,20
Lau,Tai Ji,10220505,M,19,Tsuen Wan District,CHUNG SUM TSUEN LANE NO.3,Kai Chuen Court,1504,11277543,Associate of Geography,,,,,,,20
Lau,Tai Saam,10220506,F,18,Tuen Mun District,CHUNG SUM TSUEN LANE NO.4,Kai Chuen Court,1505,12226888,Associate of Arts in Languages and Humanities,,,,,,,20
Lau,Tai Sam,10220507,M,21,Yuen Long District,CHUNG SUM TSUEN LANE NO.5,Kai Chuen Court,1506,15732917,Higher Diploma in Public Relations and Corporate Communications,,,,,,,20
